client_id,last_name,first_name,patronymic,birth_date,passport_series,passport_number,passport_issued_by,address,phone,email
190,Александрова,Соломон,Вениаминовна,1999-05-09,6199,410016,ГУ МВД России по респ. Северная Осетия - Алания,"г. Бологое, бул. Комсомольский, д. 419 к. 62, 124955",+7 (893) 891-19-08,evdokimsilin@example.com
191,Шарапова,Раиса,Антоновна,1957-01-27,8026,301158,ГУ МВД России по респ. Бурятия,"к. Чикола, пр. Загородный, д. 75, 383615",+7 718 275 48 01,semen_16@example.com
192,Цветкова,Нина,Ефстафьевич,1976-06-24,6395,497562,ГУ МВД России по Ханты-Мансийский АО,"ст. Ростов-на-Дону, ш. Ленинское, д. 6/3, 716781",+7 266 912 15 35,cheslavsazonov@example.com
193,Абрамов,Парамон,Наумовна,1953-09-27,9632,745414,ГУ МВД России по Чукотский АО,"к. Сортавала, пер. Черемушки, д. 9/5 стр. 27, 477320",+7 017 026 95 24,mishinbazhen@example.net
194,Голубева,Тамара,Эдгарович,1996-07-13,8248,525800,ГУ МВД России по Ханты-Мансийский АО,"с. Темрюк, пер. Кутузова, д. 206 к. 8/6, 770028",+72762467197,elizaveta_2006@example.net
195,Селиверстов,Феликс,Владиленович,1977-05-10,8010,418635,ГУ МВД России по респ. Марий-Эл,"д. Октябрьское (Хант.), бул. К.Маркса, д. 6 стр. 109, 559056",+7 655 650 33 34,sisoevartemi@example.com
196,Муравьев,Давыд,Адамович,1953-03-05,4636,550770,ГУ МВД России по Алтайский край,"д. Тольятти, наб. Южная, д. 1/6 к. 7/6, 713578",8 294 563 7183,kapiton04@example.net
197,Евдокимова,Зиновий,Григорьевна,1972-09-28,8487,786508,ГУ МВД России по респ. Удмуртия,"к. Бомнак, ш. Шишкина, д. 4/6 стр. 548, 853664",88782082973,karp2013@example.net
198,Максимова,Татьяна,Феодосьевич,2000-06-07,5169,563246,ГУ МВД России по респ. Татарстан,"с. Дубна, алл. Чкалова, д. 7/6, 364424",83631230347,fedot1999@example.com
199,Щукина,Анатолий,Германович,1989-05-29,6696,324082,ГУ МВД России по Курская обл.,"к. Лабинск, пер. Смоленский, д. 170 стр. 559, 651623",+7 981 898 47 13,mamontovlongin@example.com
200,Григорьева,Нинель,Терентьевич,2002-01-09,7570,932291,ГУ МВД России по Оренбургская обл.,"г. Игарка, наб. Щетинкина, д. 5/1, 851586",8 (342) 575-40-90,pahomovazhanna@example.com
201,Комиссаров,Леонид,Егоровна,1982-12-31,3194,188914,ГУ МВД России по Забайкальский край,"с. Алапаевск, наб. Мичурина, д. 434 к. 67, 041776",8 612 481 5698,radovan_00@example.net
202,Фомин,Агафья,Феофанович,1989-01-16,4675,796101,ГУ МВД России по Амурская обл.,"клх Мезень, пер. Нижний, д. 923 к. 79, 772429",8 431 652 6693,blohinaakulina@example.net
203,Крылова,Ярослав,Давыдович,1989-06-02,9189,451470,ГУ МВД России по респ. Саха (Якутия),"клх Звенигород, пр. Карла Либкнехта, д. 3, 529108",8 771 333 44 76,ninagordeeva@example.org
204,Горбунов,Кондрат,Николаевна,1986-03-22,2140,805477,ГУ МВД России по Омская обл.,"ст. Домбай, наб. Васильковая, д. 89, 597107",+7 (563) 669-41-18,zatsevalora@example.org
205,Одинцова,Мина,Вячеславовна,1977-06-07,4938,945742,ГУ МВД России по респ. Адыгея,"к. Певек, наб. Шахтерская, д. 592 стр. 88, 721586",+7 (415) 027-45-64,juli48@example.com
206,Корнилова,Григорий,Жанович,1975-01-15,3528,125611,ГУ МВД России по Ханты-Мансийский АО,"п. Дудинка, алл. Казанская, д. 374, 617075",8 (777) 121-5134,glafiradementeva@example.net
207,Некрасов,Феоктист,Ильинична,2001-05-12,1541,598216,ГУ МВД России по Смоленская обл.,"с. Бузулук, ш. ДОС, д. 550, 659152",+7 177 749 0509,ljubosmisl2019@example.net
208,Субботина,Филарет,Васильевич,2007-02-05,8819,577538,ГУ МВД России по Белгородская обл.,"ст. Белоярский, ул. Революции, д. 364 стр. 26, 326642",+7 476 492 51 58,selivantretjakov@example.com
209,Беляков,Феоктист,Валериевна,1977-10-21,6390,703634,ГУ МВД России по Еврейская АО,"д. Кажим, бул. Кузнецова, д. 608 к. 4/3, 881476",+7 742 243 86 49,zhdanovaanzhela@example.org
210,Рябов,Сократ,Федосьевич,1980-04-27,3499,502630,ГУ МВД России по Еврейская АО,"к. Красноселькуп, ул. Толбухина, д. 317 стр. 16, 645977",84523219416,adam_1970@example.com
211,Козлов,Данила,Ивановна,1953-04-29,7361,355836,ГУ МВД России по Ямало-Ненецкий АО,"к. Южно-Сахалинск, наб. Геологов, д. 2 стр. 12, 103037",+7 (368) 314-72-76,andreevaglafira@example.org
212,Котова,Прокл,Чеславович,1995-08-29,2893,821024,ГУ МВД России по Еврейская АО,"п. Магас, ш. Ветеранов, д. 250 стр. 7/8, 076789",87308069581,anzhelika67@example.org
213,Федотова,Анжела,Изотович,1979-01-21,1023,916232,ГУ МВД России по Ямало-Ненецкий АО,"к. Калининград, наб. Бабушкина, д. 48 к. 8, 466572",83417223297,evseevpavel@example.com
214,Воронов,Епифан,Анатольевна,1966-01-18,6438,284430,ГУ МВД России по респ. Адыгея,"к. Ершов, ш. Толбухина, д. 715, 931837",+75508428910,ratmir2021@example.org
215,Сафонова,Юлиан,Геннадиевна,1952-08-03,9976,587115,ГУ МВД России по респ. Тыва,"п. Ясный (Оренб.), ш. Высокое, д. 3, 787125",8 213 760 3754,danila_1975@example.com
216,Панова,Раиса,Фёдорович,1970-09-23,1681,361303,ГУ МВД России по Краснодарский край,"ст. Киренск, ш. Карла Либкнехта, д. 7/8, 072081",+7 556 260 60 29,evdokimovaregina@example.com
217,Брагин,Екатерина,Михайловна,1973-12-01,2568,239816,ГУ МВД России по Пермский край,"ст. Лагань, пер. Братский, д. 8/4 стр. 6/7, 410856",+7 (884) 318-84-85,akulinanovikova@example.net
218,Михеев,Иларион,Степановна,1985-09-14,6995,656932,ГУ МВД России по Приморский край,"ст. Объячево, бул. 9 мая, д. 2 к. 517, 753998",83544926831,sofron_93@example.com
219,Лазарев,Гедеон,Натановна,1976-04-19,8186,432711,ГУ МВД России по Ямало-Ненецкий АО,"г. Рославль, пр. Прибрежный, д. 2/6, 988649",8 (677) 622-82-77,raisasamolova@example.net
220,Тихонова,Еремей,Филиппович,1953-06-02,6688,954596,ГУ МВД России по Еврейская АО,"г. Шахты, ул. Киевская, д. 5 к. 282, 454470",+7 (296) 044-32-70,hohlovmilen@example.org
221,Беляев,Панкратий,Харлампьевич,2004-08-13,7464,970914,ГУ МВД России по Ставропольский край,"с. Шерегеш, ш. Придорожное, д. 8/8, 519966",+7 (658) 074-1209,feliks18@example.org
222,Колобова,Ян,Аскольдовна,1958-06-24,8067,266889,ГУ МВД России по респ. Удмуртия,"д. Ангарск, бул. Осенний, д. 443, 189569",+7 705 626 0856,budimir11@example.net
223,Дроздов,Гаврила,Гавриилович,1956-10-29,7067,371782,ГУ МВД России по Забайкальский край,"с. Зеленогорск (Ленин.), пер. 40 лет Победы, д. 10, 615265",+76103399378,nikandr_1977@example.com
224,Калашников,Ростислав,Афанасьевна,1949-07-06,4191,390782,ГУ МВД России по Еврейская АО,"с. Яшкуль, ул. Угольная, д. 338, 967183",+7 (582) 386-87-00,jakub1989@example.net
225,Смирнов,Аристарх,Харлампьевич,1956-10-10,7672,757193,ГУ МВД России по Красноярский край,"ст. Яшалта, пер. Детский, д. 228, 161284",8 398 554 74 35,epifan_79@example.com
226,Якушева,Иванна,Венедиктович,1946-06-19,4045,561239,ГУ МВД России по респ. Хакасия,"г. Иваново, пер. Восьмого Марта, д. 9/2 к. 880, 569562",+7 175 370 3045,budimiravdeev@example.net
227,Кошелев,Майя,Гурьевич,1987-12-07,1946,345884,ГУ МВД России по Ростовская обл.,"к. Сызрань, бул. Санаторный, д. 236 стр. 9, 283999",+7 (192) 124-93-84,azarilitkin@example.net
228,Беляева,Юрий,Димитриевич,1991-07-04,4452,435239,ГУ МВД России по Еврейская АО,"ст. Мостовской, ш. Плеханова, д. 2 к. 8/6, 304687",8 063 519 0361,evsesergeev@example.com
229,Гусев,Ярослав,Даниловна,1966-07-15,7920,245095,ГУ МВД России по респ. Адыгея,"ст. Апшеронск, ш. Герцена, д. 4 стр. 673, 583199",8 (179) 110-06-51,anastasijarusakova@example.com
230,Елисеев,Юлиан,Даниловна,1949-02-10,2939,501641,ГУ МВД России по Еврейская АО,"д. Беломорск, ш. Революции, д. 2/7 к. 19, 676991",8 078 593 1109,kapustinevlampi@example.net
231,Петухова,Симон,Дмитриевич,1953-12-16,9829,840734,ГУ МВД России по Приморский край,"п. Королев, ш. Красное, д. 724, 498227",+79545089203,fedot_1973@example.com
232,Карпов,Евстигней,Егоровна,1968-10-12,3718,535020,ГУ МВД России по Брянская обл.,"клх Сортавала, бул. Павлика Морозова, д. 6 стр. 7, 217073",+7 337 933 7563,afomin@example.com
233,Куликов,Мирон,Аксёнович,1946-01-21,6252,668969,ГУ МВД России по респ. Дагестан,"п. Яхрома, ш. Терешковой, д. 403 стр. 3, 425832",+7 (024) 102-6153,ratibor35@example.com
234,Александров,Степан,Федоровна,1990-05-11,6963,165290,ГУ МВД России по Еврейская АО,"п. Калачинск, пер. Циолковского, д. 6, 309938",+72530428973,sharovrjurik@example.net
235,Титов,Гурий,Яковлевич,1987-03-25,3663,508396,ГУ МВД России по Ненецкий АО,"д. Слюдянка, наб. Королева, д. 8/8, 969033",+7 (736) 346-6925,uljan12@example.org
236,Белозеров,Спартак,Ильич,1965-06-18,8499,120480,ГУ МВД России по Смоленская обл.,"д. Юрьев-Польский, пр. Курчатова, д. 7/7 к. 8, 460273",+71514888143,kovalevaskold@example.com
237,Андреева,Евстигней,Игнатьевич,1947-12-28,8358,600149,ГУ МВД России по Ульяновская обл.,"к. Кырен, бул. Придорожный, д. 1, 456690",8 (826) 333-73-89,regina_2001@example.net
238,Стрелков,Матвей,Тимофеевна,2000-10-20,1055,413118,ГУ МВД России по респ. Коми,"ст. Пушкинские Горы, пр. Химиков, д. 352, 075536",8 684 590 90 22,ferapont_99@example.net
239,Шаров,Наум,Гертрудович,2004-05-19,5963,664365,ГУ МВД России по Еврейская АО,"с. Вуктыл, пер. Микрорайон, д. 2 к. 91, 097023",+7 643 348 17 05,avtonom_1981@example.com
240,Одинцова,Остап,Тимурович,2003-11-21,7987,331251,ГУ МВД России по Вологодская обл.,"с. Боровск, ш. Ясное, д. 53 к. 8/3, 938743",+7 271 693 8597,roman2009@example.org
241,Королев,Константин,Ждановна,1995-07-23,7238,386193,ГУ МВД России по Чукотский АО,"д. Игарка, алл. Республиканская, д. 8/7 к. 29, 032484",+7 376 815 11 85,kmjasnikov@example.com
242,Петрова,Аникей,Фомич,1959-07-01,6572,130434,ГУ МВД России по респ. Башкортостан,"к. Петрозаводск, пр. Почтовый, д. 341, 777118",+7 (727) 422-0912,vladilen86@example.org
243,Громова,София,Августович,1950-08-31,5953,801364,ГУ МВД России по Камчатский край,"п. Кашхатау, ул. Полтавская, д. 1/9 стр. 864, 900633",8 331 060 0531,valerilavrentev@example.net
244,Воронова,Гурий,Андреевич,1956-10-22,9661,859359,ГУ МВД России по Ненецкий АО,"к. Учалы, алл. Портовая, д. 7/2 стр. 23, 520650",8 373 149 50 13,xeliseev@example.net
245,Ершов,Лукия,Антоновна,1979-05-20,3169,233827,ГУ МВД России по Курганская обл.,"клх Осташков, ш. Запрудное, д. 3 стр. 8, 509976",8 (389) 030-9143,pbeljakova@example.net
246,Ковалев,Всеслав,Марсович,1950-10-15,8978,128276,ГУ МВД России по Чукотский АО,"с. Карабулак, ул. Ручейная, д. 6/3 стр. 6, 864035",8 338 033 9685,ninelevdokimova@example.org
247,Фадеева,Селиверст,Арсеньевич,1949-10-13,6085,691807,ГУ МВД России по Белгородская обл.,"п. Верхоянск, пер. Логовой, д. 28, 742336",+7 (934) 497-34-71,nikon_62@example.com
248,Сазонов,Силантий,Геннадиевна,1975-06-03,9413,188025,ГУ МВД России по Ханты-Мансийский АО,"ст. Омск, ш. Народное, д. 9 к. 38, 674746",8 (971) 527-3230,samolovapraskovja@example.net
249,Дементьев,Селиверст,Трофимович,1994-09-29,9264,242291,ГУ МВД России по Ямало-Ненецкий АО,"с. Миасс, пер. Кирпичный, д. 1/2 стр. 3/4, 458750",8 633 705 02 49,ekaterina1980@example.com
250,Данилова,Фока,Ильинична,1962-03-22,6933,152727,ГУ МВД России по Амурская обл.,"клх Оренбург, бул. Тихий, д. 36 к. 5/5, 946119",8 243 640 2701,nosovpankrati@example.net
251,Миронова,Константин,Олеговна,1973-10-01,4358,443254,ГУ МВД России по Ханты-Мансийский АО,"п. Данков, пр. Саратовский, д. 479, 302346",8 (912) 141-61-41,amvrosi_93@example.com
252,Фомина,Синклитикия,Бориславович,1978-05-27,3768,442722,ГУ МВД России по респ. Алтай,"клх Череповец, ул. Ульяновская, д. 969, 775965",8 553 566 9055,smirnovratibor@example.net
253,Мухина,Вышеслав,Адрианович,1972-09-23,5358,391773,ГУ МВД России по респ. Татарстан,"к. Сеймчан, бул. Шишкина, д. 4/1 стр. 1, 057397",8 915 671 64 93,reginashashkova@example.net
254,Зиновьева,Людмила,Юльевич,1998-10-17,6342,975467,ГУ МВД России по респ. Дагестан,"к. Уссурийск, алл. Подстанция, д. 478 к. 33, 160256",+73471287153,noskovmefodi@example.com
255,Рыбакова,Октябрина,Оскаровна,2007-04-28,2070,120324,ГУ МВД России по Ненецкий АО,"п. Кропоткин (Краснод.), наб. Базарная, д. 415, 952569",+7 409 836 6552,veronika_2010@example.net
256,Соболев,Николай,Августович,1960-07-02,7916,466960,ГУ МВД России по Чукотский АО,"ст. Кемерово, бул. Макарова, д. 59 к. 60, 814973",8 (460) 523-30-27,qmoiseev@example.org
257,Ковалева,Никифор,Игоревич,1946-11-08,3893,171951,ГУ МВД России по Ямало-Ненецкий АО,"с. Бронницы, бул. Запорожский, д. 4 стр. 2/3, 904729",+7 (774) 233-30-59,larionovgedeon@example.com
258,Щербакова,Давыд,Антонович,1974-06-13,9315,890870,ГУ МВД России по респ. Крым,"г. Геленджик, бул. Титова, д. 3/7 стр. 20, 674926",+7 764 750 11 11,anastasija2015@example.net
259,Соловьев,Фрол,Борисовна,1960-09-09,1341,309044,ГУ МВД России по Чукотский АО,"с. Стерлитамак, бул. Блюхера, д. 3 стр. 951, 606888",8 (189) 813-12-92,naumovanonna@example.com
260,Федоров,Владимир,Вадимовна,1953-10-04,1289,259784,ГУ МВД России по Тульская обл.,"д. Красноуральск, ул. Свободная, д. 6, 603408",+78729758598,epifan_2016@example.org
261,Нестерова,Аникей,Данилович,1990-06-23,4026,596564,ГУ МВД России по респ. Кабардино-Балкария,"ст. Кашира, пер. Полтавский, д. 5, 961844",8 267 146 28 31,alevtina35@example.net
262,Филиппова,Сократ,Викторовна,1990-02-11,9524,691364,ГУ МВД России по Омская обл.,"ст. Рязань, ул. Покровская, д. 941 к. 286, 155423",+70163611284,valentin2005@example.com
263,Сергеева,Кондрат,Афанасьевна,1993-01-18,3769,833442,ГУ МВД России по Забайкальский край,"к. Оха, наб. Шолохова, д. 3/5, 822269",+70539672757,konon_1988@example.com
264,Бурова,Майя,Эдуардовна,1980-10-23,4257,275939,ГУ МВД России по Липецкая обл.,"с. Мичуринск, бул. Российский, д. 331, 148706",8 (277) 881-6093,kulakovanatalja@example.net
265,Галкина,Мечислав,Демьянович,1981-09-29,8787,884256,ГУ МВД России по респ. Хакасия,"клх Троицко-Печорск, алл. Линейная, д. 3, 067625",+7 538 144 74 43,zinovevatatjana@example.com
266,Беспалова,Лев,Ефимовна,1960-03-08,2430,426147,ГУ МВД России по респ. Саха (Якутия),"к. Азов (Рост.), пр. Урицкого, д. 6 стр. 305, 501673",+7 882 617 02 43,nikola1995@example.com
267,Гордеев,Добромысл,Антоновна,1970-03-10,2384,126925,ГУ МВД России по Забайкальский край,"п. Дивногорск, бул. Блюхера, д. 253 к. 14, 665023",8 (416) 787-25-68,hbelousov@example.org
268,Волков,Владлен,Витальевич,1999-04-30,4983,810250,ГУ МВД России по Хабаровский край,"г. Неплюевка, пер. Октябрьский, д. 8/5 к. 8, 639282",+7 (414) 363-7189,evdokijakrasilnikova@example.net
269,Калинина,Геннадий,Давыдович,1988-03-07,5860,849747,ГУ МВД России по респ. Дагестан,"к. Калининград, пр. Пролетарский, д. 11, 684335",8 708 604 14 54,lukija_63@example.com
270,Белов,Добромысл,Анатольевич,2006-04-18,3519,720859,ГУ МВД России по респ. Алтай,"к. Солнечногорск, пер. Сельский, д. 3/5 к. 6/6, 110825",8 598 953 4396,belozerovvatslav@example.org
271,Панфилова,Эраст,Валерианович,1988-03-23,9890,354646,ГУ МВД России по респ. Удмуртия,"клх Светлогорск (Калин.), ул. Кутузова, д. 8, 820236",8 (485) 571-6176,sila_2023@example.org
272,Полякова,Кир,Матвеевна,1956-09-29,2399,910004,ГУ МВД России по Ленинградская обл.,"ст. Калачинск, ш. Розы Люксембург, д. 9/9 стр. 927, 866943",+7 (029) 390-87-88,lazar34@example.net
273,Гусева,Викторин,Власович,1963-08-28,4897,729577,ГУ МВД России по Астраханская обл.,"г. Дубна, алл. Просторная, д. 933 к. 605, 184269",+75005342408,molchanovnaum@example.net
274,Фадеева,Ярослав,Евгеньевна,1962-11-24,2582,920652,ГУ МВД России по Орловская обл.,"к. Карабудахкент, бул. Геологов, д. 47 стр. 6/3, 172722",+7 (972) 404-2269,arhipbaranov@example.org
275,Емельянов,Радован,Ждановна,1974-05-27,1554,658623,ГУ МВД России по Еврейская АО,"д. Волгодонск, пр. Колхозный, д. 300 к. 51, 900185",+7 327 972 45 72,apollonnekrasov@example.net
276,Матвеева,Тихон,Валерьевич,1963-08-02,6494,488571,ГУ МВД России по респ. Алтай,"г. Тихорецк, алл. Молодежная, д. 40 к. 7/3, 436172",+7 314 519 51 51,eliseevaviktorija@example.org
277,Михайлова,Марк,Валериевна,1974-07-21,1874,778998,ГУ МВД России по Ульяновская обл.,"клх Малоярославец, ш. Лунное, д. 2 стр. 8, 410225",+7 (677) 119-64-21,vladimir_26@example.com
278,Попова,Парамон,Харлампьевич,1967-02-11,5311,990844,ГУ МВД России по Ненецкий АО,"ст. Кострома, пр. Машиностроителей, д. 9/9 к. 26, 893135",+7 305 872 1055,kiraribakova@example.org
279,Артемьева,Устин,Федосеевич,2002-03-23,6372,210665,ГУ МВД России по Кемеровская обл.,"клх Джубга, бул. Волгоградский, д. 1/7, 019179",+7 (025) 213-10-96,evgenijavoronova@example.net
280,Галкина,Стоян,Матвеевна,1954-12-02,6556,766459,ГУ МВД России по Ставропольский край,"с. Александровск-Сахалинский, ул. Прудовая, д. 309 к. 70, 784984",+7 (624) 186-2369,poljakovamarfa@example.org
281,Копылова,Федот,Викторовна,2001-05-10,6829,556641,ГУ МВД России по респ. Саха (Якутия),"клх Пинега, алл. Трактовая, д. 7 к. 24, 159503",+72811390438,amoszhuravlev@example.com
282,Сорокина,Феофан,Андреевич,1951-03-04,3276,782054,ГУ МВД России по Еврейская АО,"г. Миллерово, наб. Запорожская, д. 9/4, 652156",8 (182) 096-7904,viktorijafedoseeva@example.com
283,Евсеева,Ярослав,Бенедиктович,1950-09-29,4488,947458,ГУ МВД России по Кемеровская обл.,"д. Томари, пер. Пугачева, д. 3/6 стр. 6, 063399",+7 297 102 48 17,panovlongin@example.org
284,Марков,Артем,Елисеевич,1965-07-02,7871,587455,ГУ МВД России по Пермский край,"п. Сковородино, пр. Таманский, д. 3/2 к. 1/6, 669275",8 (955) 168-7409,grishinazinaida@example.net
285,Куликова,Авксентий,Витальевич,2001-04-08,6585,381433,ГУ МВД России по респ. Карелия,"д. Петрозаводск, алл. Коминтерна, д. 2/6, 787112",+7 663 651 55 97,saveliandreev@example.com
286,Воробьев,Трифон,Витальевич,1976-04-26,5141,971084,ГУ МВД России по Ханты-Мансийский АО,"д. Архыз, ш. Максима Горького, д. 856 стр. 40, 644212",+7 461 476 83 42,tarasovanatalja@example.com
287,Кириллов,Григорий,Герасимович,1996-08-21,2145,572700,ГУ МВД России по Приморский край,"д. Железногорск(Курск.), пр. Крылова, д. 1/9 стр. 31, 502727",8 164 807 2791,rjabovaevdokija@example.com
288,Андреева,Феврония,Владленович,1992-10-11,4169,697530,ГУ МВД России по Ханты-Мансийский АО,"п. Чебаркуль, наб. Жданова, д. 944, 776655",8 (685) 127-6528,sofijakudrjashova@example.com
289,Кулакова,Василиса,Львовна,1964-10-12,8895,497399,ГУ МВД России по Чукотский АО,"ст. Воркута, бул. Юбилейный, д. 2/8, 789046",+7 (378) 613-7157,pdjachkova@example.net
290,Селезнева,Николай,Абрамович,1998-10-12,5313,618317,ГУ МВД России по Краснодарский край,"клх Кулунда, ш. Зои Космодемьянской, д. 70 к. 300, 895529",8 386 396 09 62,larhipova@example.com
291,Калашников,Софрон,Владиленович,2006-11-30,5133,611233,ГУ МВД России по Ханты-Мансийский АО,"д. Глазов, пер. Ветеранов, д. 9 стр. 45, 106092",+7 981 960 2752,efrempetuhov@example.org
292,Крюкова,Иннокентий,Наумовна,1981-10-26,3755,936587,ГУ МВД России по Чукотский АО,"г. Добрянка, ул. Пушкинская, д. 279 стр. 524, 117536",+7 706 171 36 65,gostomisl1982@example.com
293,Никонова,Денис,Игоревна,1946-01-28,4353,393243,ГУ МВД России по респ. Бурятия,"с. Эльбрус, пер. Садовый, д. 58 стр. 139, 882351",+7 (052) 312-4473,shestakovustin@example.net
294,Колобов,Олимпиада,Харитоновна,1965-05-31,8699,389688,ГУ МВД России по Ямало-Ненецкий АО,"к. Иваново, бул. Бригадный, д. 2/5, 376769",+75919663955,savelevguri@example.org
295,Селезнев,Фрол,Устинович,1980-03-07,8111,641722,ГУ МВД России по Хабаровский край,"г. Галич, ш. Энергетиков, д. 3/6, 135525",+7 050 537 95 38,blinovkondrati@example.net
296,Воробьева,Ерофей,Бориславович,1959-10-28,3420,353080,ГУ МВД России по Забайкальский край,"к. Моршанск, алл. Клубная, д. 8/1, 611729",8 963 904 0907,vlas60@example.net
297,Федорова,Андрон,Игоревич,2007-11-09,6272,682144,ГУ МВД России по респ. Башкортостан,"ст. Пушкин, наб. Прохладная, д. 6 стр. 2/9, 790647",8 (159) 103-00-21,zinaida_63@example.org
298,Щербаков,Мария,Харитоновна,1951-05-17,4098,599219,ГУ МВД России по Хабаровский край,"к. Балашиха, ул. Свободы, д. 745, 229712",8 296 718 8397,kliment1991@example.net
299,Савельев,Вадим,Евсеевич,1978-03-26,9272,569945,ГУ МВД России по Забайкальский край,"клх Карачаевск, ул. Линейная, д. 1/4 стр. 737, 715398",8 (547) 281-2356,jakub2004@example.org
300,Лаврентьев,Евгений,Арсеньевич,1998-06-19,1221,408528,ГУ МВД России по Приморский край,"ст. Чебоксары, ул. Братская, д. 2/2 стр. 80, 407875",+71815632686,marian_1973@example.com
301,Гришин,Валерьян,Анисимович,1963-12-08,3861,825391,ГУ МВД России по Ямало-Ненецкий АО,"п. Печенга, пер. Томский, д. 9/7, 031310",+7 943 181 4396,gustinov@example.org
302,Агафонова,Иванна,Евстигнеевич,1995-04-30,4149,796212,ГУ МВД России по Ханты-Мансийский АО,"к. Луховицы, пер. Высотный, д. 912 стр. 5/4, 512257",+7 (076) 502-41-20,savvati_90@example.com
303,Горшков,Савва,Брониславович,2004-10-21,8457,596249,ГУ МВД России по респ. Адыгея,"д. Теберда, ш. Братское, д. 614, 758474",8 705 458 9714,militsa_2013@example.org
304,Бирюков,Ефим,Игоревна,1955-06-14,8077,460455,ГУ МВД России по Мурманская обл.,"п. Чебоксары, бул. Автомобилистов, д. 4 стр. 236, 878245",8 696 443 0985,gorbunovradovan@example.net
305,Кошелева,Милан,Ермилович,1999-04-26,6480,446859,ГУ МВД России по респ. Адыгея,"с. Егорьевск, наб. Тополиная, д. 8 стр. 2, 070349",+7 074 065 00 42,kondrati_88@example.org
306,Савельева,Касьян,Викторович,1951-03-28,5599,575786,ГУ МВД России по Оренбургская обл.,"п. Архыз, наб. Новгородская, д. 7/7 к. 544, 965923",+72683441497,dobromisl_1995@example.com
307,Егоров,Степан,Феофанович,1951-12-03,4449,363615,ГУ МВД России по Хабаровский край,"к. Ростов, пр. Халтурина, д. 1/9 к. 361, 398529",8 (940) 626-0787,mihalovaanastasija@example.com
308,Маркова,Вацлав,Игнатьевич,2001-11-10,3925,856321,ГУ МВД России по респ. Карелия,"ст. Биробиджан, бул. Цветочный, д. 38, 232440",8 (931) 102-91-81,elizarorlov@example.com
309,Пахомова,Силантий,Феофанович,1947-01-23,3450,225362,ГУ МВД России по Еврейская АО,"с. Стерлитамак, ш. Белорусское, д. 8, 620223",+7 (883) 774-41-97,galina_46@example.com
310,Ефремова,Вацлав,Фомич,1992-11-10,7898,294143,ГУ МВД России по Ямало-Ненецкий АО,"к. Серов, пер. 30 лет Победы, д. 194, 052774",+7 258 835 8681,viktorijakazakova@example.net
311,Алексеева,Мартьян,Фокич,1994-04-30,3437,874483,ГУ МВД России по Курская обл.,"г. Стерлитамак, пр. Осенний, д. 3 к. 6, 100231",+7 775 331 26 61,kostinazoja@example.org
312,Терентьева,Пелагея,Артёмович,1947-12-07,7145,859782,ГУ МВД России по Чукотский АО,"к. Всеволожск, пр. Репина, д. 99 стр. 53, 743326",8 (319) 013-0205,ijakovleva@example.org
313,Фомин,Елена,Николаевна,1968-07-27,8577,725780,ГУ МВД России по Ханты-Мансийский АО,"д. Нижний Тагил, пер. Придорожный, д. 776 к. 391, 117309",8 (503) 446-5124,lukinfirs@example.org
314,Семенова,Юлиан,Юлианович,2003-06-12,4622,973074,ГУ МВД России по Приморский край,"д. Соликамск, бул. Красноармейский, д. 556 к. 15, 385037",+7 990 516 99 18,vladislav1988@example.net
315,Никитин,Анатолий,Эдуардович,1948-03-23,3447,338533,ГУ МВД России по Тульская обл.,"с. Медногорск, ул. Горная, д. 738, 870662",8 682 171 95 53,polikarp_03@example.org
316,Медведева,Автоном,Давыдович,1951-08-24,5632,416950,ГУ МВД России по Ненецкий АО,"ст. Красная Поляна, ул. Коммунальная, д. 37, 055934",+7 (967) 111-48-37,efim_74@example.com
317,Гусева,Кузьма,Ивановна,1998-06-24,1178,232731,ГУ МВД России по Самарская обл.,"клх Урай, ул. Трактовая, д. 7 стр. 5/2, 283483",+7 520 377 10 70,klavdi96@example.com
318,Пестова,Борислав,Ануфриевич,2001-09-03,4515,157174,ГУ МВД России по Приморский край,"ст. Онега, пр. Красный, д. 73 к. 96, 408509",8 493 059 6601,nikanor_2019@example.net
319,Гришина,Творимир,Фомич,1964-12-10,8047,831295,ГУ МВД России по Ненецкий АО,"с. Снежинск, алл. Шахтерская, д. 244 стр. 58, 960945",+74901495427,agge1999@example.org
320,Богданов,Мирон,Харлампович,1977-02-15,2691,889359,ГУ МВД России по Омская обл.,"к. Шуя, наб. Вишневая, д. 3/5 стр. 5, 232290",+7 (102) 879-5083,seliverstovaivanna@example.com
321,Щербакова,Милован,Аскольдовна,1946-06-25,7223,112861,ГУ МВД России по респ. Хакасия,"г. Буйнакск, пр. Урожайный, д. 633 стр. 7, 642059",8 565 749 0250,gennadi90@example.org
322,Родионов,Лонгин,Яковлевич,1986-10-30,8346,592198,ГУ МВД России по Краснодарский край,"клх Егорьевск, ш. Крестьянское, д. 939 к. 9/2, 978875",+73943535375,shubinilarion@example.com
323,Субботина,Осип,Иосипович,1995-04-02,7166,457256,ГУ МВД России по респ. Крым,"клх Стерлитамак, алл. Рылеева, д. 4/3 стр. 36, 455116",8 829 732 70 21,wnazarov@example.net
324,Доронина,Рюрик,Петровна,1993-10-17,3316,364742,ГУ МВД России по респ. Дагестан,"г. Завьялиха, алл. Коминтерна, д. 6/3, 834155",89910157676,regina72@example.net
