account_id,account_number,account_type,currency,open_date,balance,client_id
390,KYQX1708335142449,дебетовый,RUB,1995-11-07,1299590.05,196
391,MWHV9000453980488,дебетовый,RUB,2018-06-04,291815.71,197
392,PUFK1409617099873,дебетовый,USD,2019-02-11,572503.83,197
393,PASQ1668813038469,кредитный,RUB,1995-09-25,1306273.72,197
394,VFRD5016454662573,дебетовый,EUR,2019-05-06,514004.83,198
395,ELHN1276987622957,кредитный,RUB,2011-03-13,1293590.92,199
396,PILB8098971733157,дебетовый,RUB,2017-11-29,731371.27,199
397,NBIF6144716504415,дебетовый,RUB,2010-08-05,87020.38,199
398,NIJL8296945419137,кредитный,RUB,2021-08-02,1160313.41,200
399,BITQ7620938373965,дебетовый,RUB,2024-10-02,1145353.75,200
400,FJFP6074146440261,дебетовый,RUB,2026-01-09,950231.31,201
401,LGJE5556183262138,кредитный,EUR,2013-07-04,574974.63,202
402,DWLL1095425275056,дебетовый,RUB,2015-09-26,1095988.61,202
403,QUBQ4820727126334,кредитный,RUB,2025-10-26,796550.68,203
404,WVFV9378132672733,дебетовый,RUB,2005-04-26,373234.68,204
405,NEOO6746958819468,кредитный,RUB,2000-09-05,154062.34,205
406,UWOY4929449931367,кредитный,RUB,2010-08-10,1235765.74,205
407,UPFX6684905366783,кредитный,USD,2007-03-19,683889.47,205
408,FBGC6131779053403,кредитный,RUB,2018-12-30,1030170.23,206
409,VRHG3151801664802,дебетовый,RUB,2011-11-24,1352075.66,206
410,NERB1938895311543,кредитный,RUB,2001-07-08,247325.26,206
411,PRDL7341591066086,дебетовый,RUB,2024-02-21,1090753.24,207
412,HWML0460262247892,дебетовый,RUB,2020-11-27,32869.91,207
413,KDUZ8261350621084,дебетовый,RUB,2025-05-23,1066665.14,208
414,CKPT9706298109975,дебетовый,RUB,2025-02-25,960481.63,208
415,NQMN5083681682140,дебетовый,RUB,2025-06-22,71940.56,208
416,HPGB8714390390920,дебетовый,RUB,2010-11-06,173684.74,209
417,KZXV6260702474857,кредитный,RUB,2000-01-29,379107.44,210
418,QWRQ9213273815229,дебетовый,RUB,2019-07-13,1028610.04,210
419,GFES7254014938475,кредитный,RUB,2024-09-16,151469.77,211
420,HUCQ8645947800792,кредитный,RUB,2018-08-10,1051089.52,212
421,IYNG6698375550458,кредитный,RUB,2026-03-05,157371.36,212
422,RPLB0770990317211,дебетовый,RUB,2017-10-18,1177140.1,212
423,HYLS8043331569640,дебетовый,RUB,2024-01-17,1166938.37,213
424,BCJM0193352062260,дебетовый,RUB,2000-12-21,614634.35,213
425,GCMX4266331614082,дебетовый,RUB,2022-08-16,1365534.94,214
426,DACP1719945740519,кредитный,RUB,1983-07-11,4107.0,215
427,USLA8190056735263,дебетовый,USD,2015-11-21,1252848.25,215
428,TLCP6352413022867,кредитный,RUB,1995-05-27,135124.01,215
429,BMNK6024923577741,дебетовый,RUB,1995-05-16,151935.72,216
430,SBLP1753227997526,кредитный,RUB,2009-03-13,685126.85,216
431,KQOQ9891683171511,кредитный,RUB,1997-01-06,75120.29,216
432,IFXI1248454673137,дебетовый,USD,1996-06-10,540322.0,217
433,XPWI1906695450857,кредитный,RUB,2006-03-22,173851.58,218
434,GIAD1761706130112,дебетовый,RUB,2003-11-10,207591.66,218
435,GRHC8172035796564,дебетовый,RUB,2019-01-25,1341791.43,218
436,ACSC5426078241164,кредитный,USD,1994-09-13,139426.97,219
437,IYWF4114754662482,кредитный,RUB,2001-04-15,601166.27,219
438,HBUN4211684603895,кредитный,RUB,1998-08-09,578573.23,219
439,UWKT2346652174645,кредитный,RUB,1978-01-22,1195364.34,220
440,YHDN4950605411371,дебетовый,RUB,1984-03-21,1089616.67,220
441,UVJU6310789078695,дебетовый,RUB,2023-07-22,886125.45,221
442,XMBD8830415447473,кредитный,RUB,2007-04-14,569626.17,222
443,IWHL9736970168525,кредитный,RUB,1992-09-01,1293863.66,222
444,CVZW7504093701185,дебетовый,RUB,1992-11-22,732184.17,222
445,MRSW7409529055095,кредитный,RUB,2017-02-05,392419.3,223
446,SEQC8472668063992,кредитный,RUB,2007-09-09,1302498.41,223
447,CNUD1954062789088,дебетовый,EUR,1987-02-05,1004766.54,224
448,XUBM8311217959282,кредитный,RUB,2017-07-25,1032362.47,224
449,FGHC2567725038561,дебетовый,RUB,2020-06-22,1089977.95,224
450,FWOW1413427732357,кредитный,RUB,2003-08-28,962106.68,225
451,WPIF1420942079374,дебетовый,RUB,1990-08-02,837516.36,225
452,LUQO1994250592530,дебетовый,RUB,1972-01-26,1401557.13,226
453,YSLL8779936427379,кредитный,USD,2023-03-19,1304123.45,226
454,OEHQ1612921351113,дебетовый,RUB,1988-02-24,480950.72,226
455,BDAP5350246948412,кредитный,RUB,2012-12-23,334059.78,227
456,EXEF3208738570943,кредитный,RUB,2013-02-06,352500.0,227
457,DHPA8587837921316,кредитный,RUB,2019-06-10,672147.88,228
458,XRFE6080993715193,кредитный,RUB,2023-05-15,178060.28,228
459,ORJI9883803747381,дебетовый,RUB,1989-08-05,618507.82,229
460,HZGO0494624554077,дебетовый,RUB,1991-01-14,1187674.93,229
461,AKHL5882348118082,кредитный,USD,1968-02-19,843498.86,230
462,UXHQ5028477982587,кредитный,EUR,2005-07-10,545013.72,230
463,LHOC5641533070666,дебетовый,RUB,2017-03-16,1266476.16,230
464,PBUV6331191611955,кредитный,RUB,2018-04-16,544941.82,231
465,HATH7313403779170,кредитный,RUB,2022-07-18,1138979.93,231
466,PSUU3061892004582,дебетовый,RUB,2001-05-23,1244825.83,232
467,PEZD6247424684732,кредитный,RUB,1967-02-10,68667.16,233
468,ZKBY6529905367912,дебетовый,RUB,1988-07-21,1232757.99,233
469,OFXX0957890355081,кредитный,RUB,2009-03-03,916277.65,234
470,RZXI4565781744205,дебетовый,RUB,2022-06-12,1278291.56,234
471,BULC5567409201675,дебетовый,RUB,2017-03-14,1172130.61,234
472,XTVH0013414058067,кредитный,RUB,2025-09-05,621705.52,235
473,SCIZ4654840000400,дебетовый,RUB,2005-11-12,675756.9,235
474,WNIL4976834875256,дебетовый,EUR,2015-03-07,6506.44,235
475,JRST2466257601380,дебетовый,RUB,1984-09-26,649215.57,236
476,TKXC1812165250815,кредитный,USD,2015-06-20,1171622.25,236
477,KTAJ3150717416477,дебетовый,RUB,2021-12-22,260475.41,236
478,YXVM3103231976702,дебетовый,RUB,2024-04-11,900819.03,237
479,JMDN8444696458924,кредитный,RUB,2021-11-14,913490.54,238
480,JCVR3281137244792,дебетовый,RUB,2024-08-07,1445390.31,238
481,SOXW5914489400946,кредитный,RUB,2025-09-09,207270.01,239
482,YRIM3924887807376,кредитный,RUB,2023-10-24,821708.96,239
483,NZIS7378053425191,дебетовый,RUB,2025-12-08,936251.38,240
484,DNER9747676660919,кредитный,RUB,2025-09-28,1381787.65,240
485,TGLF6425993176970,дебетовый,RUB,2015-08-05,1041467.96,241
486,ZLNY7591056396704,дебетовый,RUB,2013-08-12,843420.32,242
487,ZOPP1405770250155,кредитный,RUB,1996-05-13,1340799.0,242
488,ITJB9985752563744,кредитный,USD,1987-11-06,633579.55,243
489,RILK5766335420509,дебетовый,RUB,2019-06-09,37908.21,243
490,GYAV7277282769588,дебетовый,RUB,1991-11-21,84907.16,243
491,BWRS4266036698027,дебетовый,EUR,2008-09-06,1025085.49,244
492,VJIR2943500796165,дебетовый,RUB,2004-05-29,1035892.28,244
493,PPYO8424716491916,дебетовый,RUB,2004-12-26,48459.57,245
494,VNSK0725925016915,кредитный,RUB,2003-12-09,1302053.06,245
495,TPQB7982307008133,дебетовый,RUB,1997-11-02,841905.83,246
496,XJXS0237432692494,дебетовый,RUB,2020-02-06,1195250.47,246
497,RACW6959911294640,кредитный,RUB,1975-06-03,70469.82,246
498,CDRE8791465951120,кредитный,RUB,1984-08-06,1182167.3,247
499,GHSX0596669423943,кредитный,EUR,2022-11-14,80703.29,247
500,VGXP5428846377348,кредитный,RUB,2012-05-18,1303274.94,248
501,YKBX3027721793162,кредитный,RUB,2014-11-03,1367229.57,248
502,BKLG2679924483726,кредитный,RUB,2005-07-30,819922.71,248
503,WOYW7938894912867,дебетовый,RUB,2022-03-25,1446434.73,249
504,QPPI7869104076296,кредитный,RUB,2015-07-20,1475179.99,249
505,ZMKF4157318020404,дебетовый,RUB,2023-04-15,260692.7,249
506,WAOZ1912943370265,дебетовый,RUB,1985-06-25,642761.72,250
507,QDJT6355019353110,кредитный,RUB,2009-12-31,875979.09,250
508,XKQJ5673137001749,кредитный,RUB,1987-12-14,699497.01,250
509,COLN0730217373397,дебетовый,RUB,2004-09-14,483945.04,251
510,UVBC0149262189224,кредитный,RUB,2023-12-29,859015.49,252
511,ANCG8654966025143,дебетовый,RUB,1991-10-10,476788.51,253
512,RXBI7118004501531,дебетовый,EUR,2013-12-12,780909.43,253
513,SKTU6027693477966,дебетовый,RUB,2018-09-11,805553.93,254
514,KIQK6257504224640,дебетовый,RUB,2017-08-16,1325095.11,254
515,SIVX8617541827711,кредитный,RUB,2023-05-12,440361.54,254
516,RRZD6058019755708,кредитный,EUR,2025-12-12,1235532.6,255
517,MPXR6504441442942,дебетовый,RUB,2025-09-02,519010.94,255
518,PZUA8805015137862,дебетовый,USD,2026-03-03,920551.65,255
519,QITO0424169814207,дебетовый,EUR,2006-06-09,1023827.04,256
520,VRCO0068143659723,кредитный,RUB,2004-06-29,1194309.88,256
521,XUZO6610541715007,дебетовый,RUB,2019-01-16,810355.97,256
522,ACWO5180077842845,дебетовый,USD,1994-04-07,1233163.6,257
523,ONDQ6770667219228,кредитный,RUB,1989-07-07,763103.39,257
524,HJSD4309215272597,дебетовый,RUB,2018-04-14,977292.29,258
525,HGNO4089120599447,кредитный,RUB,2010-08-18,1422317.73,258
526,YMSX8801225620836,дебетовый,RUB,2021-06-01,316172.21,259
527,XARR0257016206370,дебетовый,USD,1978-04-13,636314.18,260
528,LKTL9151676166296,дебетовый,RUB,1987-02-27,1243123.01,260
529,RMXG6025368732092,кредитный,RUB,1995-05-17,1409626.67,260
530,KILB8069409787387,дебетовый,RUB,2014-07-06,1075302.43,261
531,RGUJ1000665848439,дебетовый,RUB,2011-10-05,81402.11,261
532,AYAI6035608970649,кредитный,RUB,2016-05-03,862443.44,261
533,PLTZ0447905830470,кредитный,RUB,2016-06-08,676688.5,262
534,PUQS0276451300501,кредитный,RUB,2013-03-09,584252.8,263
535,TRKP5473880842740,дебетовый,RUB,2026-04-06,962134.12,263
536,FQFQ5072553205285,дебетовый,RUB,2011-10-28,878412.02,264
537,KLBD3524711788750,дебетовый,RUB,2001-04-12,754255.43,264
538,LDGT1841805141200,кредитный,RUB,2023-04-13,452026.06,264
539,IUBI5156993327692,кредитный,RUB,2016-06-28,656514.22,265
540,RSSI7387930925239,дебетовый,RUB,2004-03-18,800201.65,266
541,MBLN3607124137394,дебетовый,RUB,1981-06-19,1195155.66,266
542,EUKR1936694364365,кредитный,EUR,1994-01-24,216113.31,267
543,CVJX5945681508951,кредитный,EUR,2001-06-10,16725.31,267
544,MWHZ1879897633023,дебетовый,RUB,2008-02-25,7544.76,267
545,IEZG3388319602509,кредитный,RUB,2017-06-12,1420469.08,268
546,PAIA0438666847072,кредитный,RUB,2019-12-05,1112145.72,268
547,BXFO5789663680537,кредитный,RUB,2023-12-05,1358442.05,268
548,QBRY8233097019982,дебетовый,RUB,2012-10-02,331181.95,269
549,OPBU7518621098636,кредитный,RUB,2016-03-11,272036.98,269
550,QVFQ1689600668812,дебетовый,USD,2021-10-31,1398554.8,269
551,SBJX2528465806817,кредитный,RUB,2025-04-25,109716.86,270
552,EFUJ1997970310808,дебетовый,RUB,2025-07-20,296126.39,270
553,IRXA9854487890483,кредитный,EUR,2024-09-24,535707.54,270
554,INZK8672602131806,дебетовый,RUB,2012-10-04,929273.67,271
555,XXNJ0599743087803,дебетовый,RUB,2020-08-02,675968.97,271
556,QFUY5371268870415,кредитный,RUB,2021-05-10,228592.44,271
557,PRUD3731421756247,кредитный,RUB,1996-07-05,1437988.38,272
558,TIXI3317827305976,дебетовый,RUB,2015-03-02,369262.71,272
559,EBQJ0784640157746,дебетовый,RUB,2004-04-24,961257.82,272
560,EDTT7856525542458,кредитный,RUB,2007-12-03,1099459.19,273
561,MOFT2990722679406,кредитный,RUB,2010-05-09,538112.4,273
562,ADKY4138273868833,кредитный,RUB,2026-03-21,263655.24,274
563,EZGR9862254686296,дебетовый,RUB,2022-10-24,1288070.48,274
564,NCBH5657480843714,дебетовый,RUB,2022-10-15,1329503.75,275
565,FNEP3506001266460,дебетовый,USD,2021-01-05,1274380.91,276
566,ZNCJ9091009166595,дебетовый,RUB,2012-06-16,868351.18,277
567,KJXH0017846274205,дебетовый,USD,2003-01-18,827391.0,277
568,WEKV8987307321665,кредитный,RUB,1998-09-11,222949.48,277
569,SDBX7086117134025,дебетовый,USD,2012-04-23,884401.13,278
570,ANIF2764349465265,кредитный,RUB,1987-05-20,751684.76,278
571,KGJP7411602859538,кредитный,RUB,2020-09-23,15887.52,279
572,XPKL9875920415528,дебетовый,RUB,2009-06-25,210556.04,280
573,ZFYH0164303297744,дебетовый,RUB,2025-08-14,848718.8,281
574,YJHH2945786740477,кредитный,USD,2012-12-08,60629.74,282
575,IUUY6497283419067,дебетовый,RUB,1977-07-17,554152.78,283
576,ZVCA0997844298299,дебетовый,RUB,2011-06-15,776827.84,283
577,CMUI2128265859702,кредитный,RUB,2000-05-03,681965.17,284
578,QSCA5579991584345,дебетовый,RUB,2002-10-29,972787.12,284
579,LDUE3434407080631,кредитный,RUB,2022-06-24,394974.1,285
580,XHSK9435784590731,дебетовый,RUB,2026-04-15,567777.78,286
581,QFCU1126421815447,дебетовый,RUB,1999-08-13,564493.17,286
582,QSGY7707050709506,дебетовый,RUB,2013-02-21,529347.01,286
583,MVGF7624326572079,кредитный,RUB,2016-11-02,1330757.92,287
584,BIXP0789379877523,дебетовый,RUB,2023-07-24,208452.46,287
585,STNG6918454419838,дебетовый,RUB,2021-04-26,965215.5,288
586,OWSE8262901651599,дебетовый,RUB,2007-06-04,543334.42,289
587,FPJO8715533317931,дебетовый,RUB,2022-02-06,621920.53,290
588,UJPK6196176502100,кредитный,RUB,2020-05-23,722274.97,290
589,FPQN4995870051253,кредитный,RUB,2017-07-03,886186.35,290
590,UBUZ6319053769328,кредитный,RUB,2025-12-28,64716.5,291
591,USVF7462268975311,дебетовый,RUB,2025-11-23,768964.22,291
592,FVIY3872075793144,дебетовый,RUB,2025-08-22,387389.47,291
593,UTIZ1996459624384,кредитный,RUB,2008-05-07,845407.05,292
594,SWEY7715736850705,кредитный,USD,1964-06-29,324890.13,293
595,RELC1031867207591,кредитный,USD,1990-11-15,255850.18,294
596,IXLN6196676015043,кредитный,RUB,2002-01-14,1191924.11,294
597,AYCA2655764756657,дебетовый,RUB,2001-12-01,766207.36,294
598,XESU7741050685902,кредитный,USD,2004-09-20,894800.04,295
599,HBTZ4621470616537,дебетовый,RUB,1994-03-25,198319.8,296
600,ZAKG4289078162930,дебетовый,RUB,2026-01-28,1364008.83,297
601,ZUMD5071066169036,кредитный,RUB,2008-07-10,908266.53,298
602,BKSB4117977963199,дебетовый,RUB,2000-08-21,922122.25,298
603,NOBS9608749612298,дебетовый,USD,1988-10-05,797144.93,298
604,AQVY7884779888243,дебетовый,RUB,2003-09-02,195493.26,299
605,LTMQ6862748230097,дебетовый,USD,2024-03-12,1162305.63,300
606,KIPK9501336721156,кредитный,RUB,2017-07-21,555566.18,300
607,YXQC4082824649137,дебетовый,RUB,2024-01-15,643434.4,300
608,NZKB9423159637813,кредитный,RUB,1987-05-07,1206931.56,301
609,UTCL1813690047904,дебетовый,RUB,1989-12-17,381777.04,301
610,XJJT4058151939427,дебетовый,RUB,2020-08-31,1315149.47,302
611,SCWU1926890098606,кредитный,RUB,2025-03-04,1063723.26,303
612,QCJJ1666117729420,дебетовый,RUB,2026-04-23,176742.91,303
613,PBRA5858240497795,кредитный,RUB,2001-04-14,1031650.11,304
614,FJAB3031518617598,кредитный,RUB,2025-07-16,232167.87,305
615,FYEV4947641949583,кредитный,RUB,2024-09-15,804157.34,305
616,LCTS0102633492277,кредитный,RUB,1981-07-20,1487698.01,306
617,YPBR5942682395543,кредитный,RUB,2016-09-04,619842.24,306
618,IIRZ2138011557694,кредитный,RUB,2016-06-16,838640.74,306
619,DVLD3985532375083,кредитный,EUR,2022-11-24,866476.73,307
620,PHDO5252324342139,кредитный,RUB,2011-05-28,1282498.38,307
621,ZXPZ9656280733500,дебетовый,RUB,2022-10-26,669892.32,308
622,WIWK5804829407828,дебетовый,RUB,2023-06-03,762515.31,308
623,FLXL8729370625873,кредитный,RUB,2023-01-26,921038.05,308
624,AQBL5822623167501,дебетовый,RUB,1990-12-11,1446855.38,309
625,LGEU7034147756886,дебетовый,RUB,1970-10-15,1234883.2,309
626,XPCH7998708053828,кредитный,USD,1979-06-11,653066.15,309
627,RXCZ2239657537644,кредитный,RUB,2020-10-08,120059.61,310
628,DFUK6222083464429,кредитный,USD,2017-12-19,600967.29,311
629,VXMD3807186069939,кредитный,RUB,2004-06-02,896208.85,312
630,IKCB6838292162986,дебетовый,RUB,2006-09-01,658458.07,312
631,JWFP8571036305695,дебетовый,USD,1966-12-02,1396137.7,312
632,FKUB9694123528889,кредитный,RUB,2014-10-23,1175939.17,313
633,VZAV8886081107149,дебетовый,RUB,2026-03-11,1011036.57,313
634,GWMA3680858844437,кредитный,RUB,1998-06-05,430.91,313
635,YDGF6776383191804,дебетовый,EUR,2022-07-29,1169509.32,314
636,QJWH0979756842181,кредитный,RUB,1982-01-23,300465.57,315
637,YBCZ8747291311265,дебетовый,RUB,2004-01-21,102925.76,315
638,WOJM0302312178170,кредитный,RUB,2011-10-06,838670.8,316
639,FWHE7588811859206,кредитный,RUB,2021-09-17,1223272.32,317
640,AIDM5272618910953,дебетовый,RUB,2020-03-08,291787.79,317
641,BACO9251362238013,кредитный,RUB,2018-02-10,391661.26,317
642,OBFA9819401469613,дебетовый,RUB,2025-04-18,754753.75,318
643,BOPE7204509806353,кредитный,USD,2023-02-02,1204413.36,318
644,GLAD6262510494617,кредитный,RUB,1999-04-30,1449083.18,319
645,BLVC5133209673092,кредитный,RUB,1999-07-20,1136209.93,319
646,APJC3596653390363,кредитный,USD,2005-02-04,1293034.92,320
647,QLPI3391958000841,кредитный,RUB,2017-08-07,101331.39,320
648,EVMP5014683146500,дебетовый,RUB,1991-02-18,344895.21,321
649,SIYU5584642018190,кредитный,RUB,1979-10-16,529644.4,321
650,GFAD6519889060917,дебетовый,RUB,1974-01-09,395024.54,321
651,BOKD9267750461622,дебетовый,RUB,2016-09-09,1123182.2,322
652,UJGX9656887202048,кредитный,RUB,2022-05-06,1397094.36,322
653,CAHM5347641442719,кредитный,RUB,2021-07-04,1341474.38,323
654,JKGC4595508002906,кредитный,RUB,2020-09-07,1119234.39,323
655,SLJP3564272943610,кредитный,RUB,2024-01-05,352292.06,324
656,ASQF4508146470236,кредитный,RUB,2017-05-18,304149.84,325
657,OJDP0602252553134,кредитный,RUB,1987-06-02,160033.94,326
658,CONF2809541754016,кредитный,RUB,2024-01-28,1146366.32,327
659,OTBL8482817393396,дебетовый,RUB,2017-08-10,556794.8,328
660,AYYR2965612064646,кредитный,RUB,2012-09-16,1478041.99,328
661,MIOR5625084501439,кредитный,RUB,2025-07-05,1476592.02,328
662,SELO0992861028551,кредитный,RUB,2016-06-23,1125254.08,329
663,HQVE5520328659181,дебетовый,RUB,2005-04-07,1198904.88,329
664,SZQB5283905306730,кредитный,USD,2026-01-11,48843.97,329
665,VRHZ0388401677692,кредитный,USD,2017-06-15,1163855.95,330
666,WCSU1050719709574,кредитный,EUR,2014-11-16,1047366.85,330
667,LWIA6914387673843,кредитный,RUB,2020-10-07,17729.97,331
668,YWUK5676959792962,дебетовый,RUB,2017-07-14,151121.74,331
669,HFWP3243703919056,кредитный,RUB,2009-09-27,394273.55,332
670,YKVZ1413430768329,кредитный,RUB,2009-07-03,919626.06,332
671,QOMZ8160519170242,дебетовый,RUB,2022-10-18,315798.72,333
672,NXHO4373801318434,кредитный,RUB,1985-11-19,600888.9,333
673,GLVP1682611147620,дебетовый,RUB,2021-01-15,1468908.68,334
674,GIOR7354145564731,дебетовый,RUB,2024-03-10,1081223.19,334
675,DYMQ8592663700889,кредитный,USD,2021-03-01,294094.82,335
676,HRGB1485781656088,дебетовый,RUB,2022-02-05,14613.44,336
677,VZIC8902446288261,кредитный,RUB,2020-03-19,1493342.66,336
678,GIWM0873631493181,кредитный,RUB,2023-10-15,450051.27,336
679,OEYE9380450308349,дебетовый,RUB,2006-08-27,1035814.76,337
680,UCMJ7649273868133,дебетовый,RUB,2003-12-31,381434.52,337
681,PUEW2781815539258,дебетовый,RUB,2024-12-17,501984.81,337
682,HBFC3671603384178,кредитный,RUB,2022-01-11,1397766.86,338
683,MAEQ7490726488105,кредитный,RUB,2016-08-05,617641.36,338
684,AHSC6781288379398,дебетовый,RUB,2024-10-06,974798.22,339
685,USHY0822781469539,дебетовый,EUR,2018-07-16,426913.1,339
686,HYNS8232072486115,кредитный,RUB,2007-07-06,670395.18,340
687,ZVZY2306780194670,дебетовый,RUB,2011-06-06,429785.36,340
688,IWCE8044712083624,дебетовый,USD,1987-04-12,960870.98,341
689,OJQK6237886173277,кредитный,RUB,2018-11-04,918465.21,341
690,AWNY3951368990657,кредитный,RUB,2009-03-24,107016.12,341
691,CWNS8436633756184,кредитный,RUB,2002-03-18,475317.36,342
692,HKPO7785929458361,кредитный,RUB,2002-04-13,593182.99,343
693,VZQW3744892396042,кредитный,RUB,2014-09-05,1408154.75,343
694,IKAF5670217829598,кредитный,RUB,2022-06-01,275829.3,344
695,CMYD0376329403804,дебетовый,RUB,2024-10-12,351940.79,344
696,PICU2698086551086,кредитный,USD,2021-12-13,1051045.39,344
697,DTSO0783931329402,дебетовый,RUB,2016-04-12,154513.97,345
698,PZLS4250165755574,кредитный,RUB,2025-12-02,39547.37,346
699,MGUE8107056055738,дебетовый,RUB,2020-01-10,927153.26,347
700,DBSM0066161531766,дебетовый,RUB,2003-11-10,1328206.98,347
701,ZWFJ4569791814336,дебетовый,RUB,1989-08-14,426262.92,348
702,KOKZ5460683426053,дебетовый,RUB,2018-12-05,1257776.67,348
703,QRFU4996966081875,дебетовый,RUB,2014-08-30,1290553.23,349
704,RBJD4036348745126,кредитный,RUB,2022-12-28,1306347.41,350
705,SHOT0229309443121,кредитный,RUB,2016-03-30,202672.36,350
706,GIWK5799900725668,дебетовый,RUB,2025-01-28,684815.13,351
707,EHBM3657837151041,кредитный,RUB,2019-11-15,959292.37,351
708,MPOP6795932249673,кредитный,USD,2015-08-21,722477.52,351
709,CSNP5579120945402,дебетовый,RUB,2022-06-05,548674.98,352
710,WTWI4388269769413,дебетовый,RUB,2021-09-21,138.52,353
711,MPIY8868996908786,дебетовый,RUB,2011-07-22,703796.93,353
712,SCJD8359094904447,кредитный,USD,2017-02-20,715600.61,354
713,FOBO2544527861095,кредитный,RUB,2022-10-05,895505.63,355
714,OUFR7407519391460,кредитный,RUB,2021-10-21,1323243.1,356
715,ORFR0356899108587,кредитный,RUB,2000-05-22,1072406.97,357
716,OAXP5013993925679,кредитный,RUB,2016-10-17,330888.64,357
717,WYJY6317718626678,кредитный,RUB,2025-06-09,774915.09,358
718,CMHZ3863813032624,кредитный,RUB,2008-03-23,1114390.34,359
719,QNJA9466549770536,кредитный,RUB,2022-02-04,1280223.04,359
720,IZHI9541217620801,дебетовый,RUB,2000-06-14,165534.53,359
721,FQTH4828009205365,кредитный,RUB,2016-09-21,934130.67,360
722,JULM8696900192331,дебетовый,RUB,1970-10-22,228223.96,360
723,EZJA4157584276861,дебетовый,RUB,2025-07-05,153410.23,361
724,POXS3333569420184,кредитный,RUB,2024-11-27,657624.95,361
725,ZKOM6162950641031,дебетовый,RUB,2025-04-03,226025.54,361
726,JCUU7326523465546,дебетовый,RUB,2010-06-12,467365.03,362
727,CEVZ0384672644019,кредитный,EUR,2024-12-12,695526.7,362
728,TFWQ9143535425628,кредитный,RUB,2020-06-10,1125854.37,363
729,ZXUA7813847513407,дебетовый,RUB,2020-04-20,588632.66,364
730,TCQX5058240554651,кредитный,RUB,2022-04-30,1343548.47,365
731,BMTA6119597372530,кредитный,RUB,2019-11-29,1242378.07,365
732,DKRI6439442805400,дебетовый,EUR,2021-08-17,1072023.78,365
733,YXYG1950787305390,кредитный,RUB,2001-11-29,1491803.11,366
734,HYIU3292620555562,дебетовый,RUB,1993-04-10,1156493.95,366
735,JTPL6578339399431,дебетовый,RUB,2025-05-04,1022163.48,367
736,SVLC8885787828095,кредитный,USD,2009-02-28,237917.15,367
737,FXQH9783018986598,дебетовый,RUB,2024-07-26,824369.92,367
738,MYZU0745625670327,кредитный,RUB,2018-09-29,448219.63,368
739,RZUQ7587509802075,дебетовый,USD,1979-09-05,326682.37,369
740,EBIM9074390648477,дебетовый,RUB,2018-01-12,651242.48,369
741,TFBE4440731971890,дебетовый,RUB,2018-06-30,877045.29,370
742,CFBY3672916942616,дебетовый,RUB,2019-03-18,62990.05,371
743,VNIP1079352756520,кредитный,RUB,2021-09-17,232487.91,371
744,HDVY3001618321529,дебетовый,RUB,2011-05-21,137102.33,372
745,BPJC6643086042831,кредитный,USD,1974-09-26,1495459.65,373
746,PEGE4644710606067,дебетовый,RUB,1998-08-17,966862.34,373
747,HPOQ8921418100729,дебетовый,RUB,2015-05-17,349011.95,373
748,QVIP9801170564765,кредитный,RUB,2010-02-07,658078.35,374
749,ULOY5790336759479,дебетовый,RUB,2018-11-06,566653.4,374
750,CASY9993784865230,дебетовый,RUB,2026-04-18,59232.81,374
751,AJKG3430498207000,кредитный,RUB,2025-08-23,814101.12,375
752,MYOL5475396416382,кредитный,RUB,2012-07-28,279940.09,375
753,CDPE3035821726330,кредитный,RUB,2018-12-15,702592.08,375
754,YBZX4808861125804,дебетовый,RUB,2023-08-17,232538.22,376
755,WHBM5772112716810,кредитный,RUB,2007-04-29,812408.93,376
756,QDVO6635215267371,кредитный,RUB,2025-01-09,957039.09,376
757,AOYA6868646414735,дебетовый,USD,2018-11-02,929601.91,377
758,TJNR9537425257768,кредитный,RUB,2025-08-30,358179.84,377
759,SUWP7395166032370,дебетовый,RUB,2009-10-06,808434.78,378
760,IVXA9507151996323,кредитный,RUB,1976-11-20,1024836.27,378
761,UJPP2596115953384,дебетовый,RUB,1974-01-14,483900.06,378
762,MEYV9062881566030,кредитный,RUB,2010-01-02,784800.81,379
763,BLCU8343493635680,дебетовый,RUB,2025-02-04,1406699.3,379
764,POTU3472441676218,дебетовый,USD,2024-08-28,303118.54,379
765,XJHA9647429326834,дебетовый,RUB,2022-12-23,856518.27,380
766,PATX2951628908454,кредитный,RUB,2023-04-01,788732.04,380
767,ZEME7733125812876,кредитный,RUB,2020-10-21,331084.18,381
768,HIAI1974476522469,дебетовый,RUB,2016-08-05,1381552.81,381
769,QZKY1692175171352,кредитный,USD,2016-07-19,1248116.55,381
770,RJKI7050057458076,дебетовый,RUB,2010-07-29,1115216.16,382
771,JROQ4138312760783,кредитный,RUB,1996-04-26,1191374.37,382
772,LTJR2245248816035,кредитный,RUB,2018-01-21,1101450.51,383
773,JDPN5461411910147,дебетовый,USD,1993-12-02,1440880.12,384
774,SUVV1298358448012,дебетовый,RUB,1992-02-27,346527.0,384
775,PCEO7156853909174,дебетовый,RUB,2025-12-18,985314.77,385
776,PSIA8030892290641,дебетовый,RUB,2025-10-06,837212.41,385
777,TYMK8402937645265,дебетовый,RUB,2014-03-01,864845.49,386
778,OEQA2386562600805,кредитный,RUB,2010-10-08,640612.49,386
779,RAVD8880030053782,дебетовый,RUB,2012-06-08,270594.81,386
